agent_family,origin,session_id,project_name,thread_title,token_source,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens,total_tokens,first_timestamp,project_or_title
claude,data_snapshot:prox-200-maki-20260319,1bb8a050-49a4-4cc6-9a8a-8a4653feb0fa,sample09,,claude_message_usage,25900,343808,4086,0,29986,2026-02-08 05:00:16.618000+00:00,sample09
claude,data_snapshot:prox-200-maki-20260319,1d5423e3-733a-44b7-91f7-8c5e71e3fa80,maki,,claude_message_usage,20405,1536,112,0,20517,2026-02-11 14:31:14.577000+00:00,maki
claude,data_snapshot:prox-200-maki-20260319,1e180c98-f2b3-4582-be47-9517416f3cb4,sample11,,claude_message_usage,129873,5201536,22930,0,152803,2026-02-08 09:56:15.713000+00:00,sample11
claude,data_snapshot:prox-200-maki-20260319,1eee3348-2bdb-4d15-921f-4c350385fb5c,claude-glm-actions-lab-sandbox,,claude_message_usage,76614,1166976,15078,0,91692,2026-02-06 12:04:21.897000+00:00,claude-glm-actions-lab-sandbox
claude,data_snapshot:prox-200-maki-20260319,1fa7c895-aea4-4ff1-8ea5-2c2b41fa0c4f,sample02,,claude_message_usage,46958,547840,2167,0,49125,2026-02-07 10:37:02.505000+00:00,sample02
claude,data_snapshot:prox-200-maki-20260319,1fe2a6d7-76b6-4101-8167-cdf9a8f9f13d,game,,claude_message_usage,121247,6200320,18023,0,139270,2026-02-16 17:09:10.727000+00:00,game
claude,data_snapshot:prox-200-maki-20260319,21889f37-7bed-480d-9d66-25df57286825,objective-function,,claude_message_usage,56948,670592,17392,0,74340,2026-02-05 14:41:30.141000+00:00,objective-function
claude,data_snapshot:prox-200-maki-20260319,227b709a-d3af-4013-b665-55a5b8b651a1,ai-agent-desktop-ubuntu,,claude_message_usage,5842,17472,4569,0,10411,2026-02-21 12:09:55.876000+00:00,ai-agent-desktop-ubuntu
claude,data_snapshot:prox-200-maki-20260319,2465669d-59e7-4ffd-bc4e-b44f79348fcd,SourceSage,,claude_message_usage,25271,142464,2392,0,27663,2026-02-12 12:53:37.509000+00:00,SourceSage
claude,data_snapshot:prox-200-maki-20260319,24ba2e73-d17c-429e-91b6-e2caadc78f8e,nannj,,claude_message_usage,7814,147584,2264,0,10078,2026-02-10 13:35:04.293000+00:00,nannj
claude,data_snapshot:prox-200-maki-20260319,24e7f97f-0deb-4583-9917-1419574d942b,sample11,,claude_message_usage,32170,328064,14238,0,46408,2026-02-08 09:56:02.043000+00:00,sample11
claude,data_snapshot:prox-200-maki-20260319,253b5ce2-a64f-4ff5-9a7e-643bea69372c,cc-Agent-teams-sandbox,,claude_message_usage,57244,2663168,22987,0,80231,2026-02-06 07:25:08.416000+00:00,cc-Agent-teams-sandbox
claude,data_snapshot:prox-200-maki-20260319,260e4840-613e-4b40-8888-6023ad817ef0,cc-Agent-teams-sandbox,,claude_message_usage,74827,1113216,4825,0,79652,2026-02-06 09:48:24.077000+00:00,cc-Agent-teams-sandbox
claude,data_snapshot:prox-200-maki-20260319,268abf35-bd82-45f3-8054-f5e886109dab,mao-army-dashboard,,claude_message_usage,96163,7583232,49368,0,145531,2026-02-06 14:02:34.077000+00:00,mao-army-dashboard
claude,data_snapshot:prox-200-maki-20260319,26d24929-d49e-4a3e-9a85-7cdc2425a5b9,nannj,,claude_message_usage,28120,305024,4970,0,33090,2026-02-09 16:07:36.943000+00:00,nannj
claude,data_snapshot:prox-200-maki-20260319,287262a0-df7b-4921-83fc-b8da117046d2,submarine,,claude_message_usage,50977,1278848,15493,0,66470,2026-02-08 13:37:45.370000+00:00,submarine
claude,data_snapshot:prox-200-maki-20260319,28978e3e-b409-4251-8bb6-cec46110bffc,ctf-team,,claude_message_usage,70862,5440640,21349,0,92211,2026-02-08 15:19:38.867000+00:00,ctf-team
claude,data_snapshot:prox-200-maki-20260319,29720b53-e46c-4fc1-a391-320c6edeec5e,Cinderella,,claude_message_usage,6194,336512,936,0,7130,2026-01-29 03:28:28.770000+00:00,Cinderella
claude,data_snapshot:prox-200-maki-20260319,2a4234d1-c26b-41ad-b1e6-a3c098578892,remotion-example,,claude_message_usage,110064,7398400,27776,0,137840,2026-02-07 12:41:48.069000+00:00,remotion-example
claude,data_snapshot:prox-200-maki-20260319,2bf09cdc-8c98-4c13-b2e3-ffd4975c4e31,cc-Agent-teams-sandbox,,claude_message_usage,71317,4262016,21670,0,92987,2026-02-06 07:25:07.067000+00:00,cc-Agent-teams-sandbox
claude,data_snapshot:prox-200-maki-20260319,2d0419d8-0db9-4f58-a514-51e0a7450641,sample09,,claude_message_usage,44259,780544,14728,0,58987,2026-02-07 20:19:10.337000+00:00,sample09
claude,data_snapshot:prox-200-maki-20260319,2dc3bcbc-0125-481c-a561-91ae5ed60fd1,cc-Agent-teams-sandbox,,claude_message_usage,399207,15288064,59210,0,458417,2026-02-06 11:51:17.959000+00:00,cc-Agent-teams-sandbox
claude,data_snapshot:prox-200-maki-20260319,3057a48b-54d8-4fd6-9ed8-be23245ddc92,last-train,,claude_message_usage,77170,3966592,31496,0,108666,2026-02-09 13:27:03.579000+00:00,last-train
claude,data_snapshot:prox-200-maki-20260319,316dac4b-cc23-454a-8b50-11b7412a4f7c,sample01,,claude_message_usage,49238,350464,2626,0,51864,2026-02-07 09:58:23.571000+00:00,sample01
claude,data_snapshot:prox-200-maki-20260319,33507460-a263-4196-9f24-7129415c9b22,Tidefront-Fleetline,,claude_message_usage,193327,15241216,31757,0,225084,2026-02-06 17:51:07.980000+00:00,Tidefront-Fleetline
claude,data_snapshot:prox-200-maki-20260319,33ede7ae-c563-4405-8ef3-062223a5bc4b,cc-Agent-teams-sandbox,,claude_message_usage,122393,6132736,28421,0,150814,2026-02-06 09:46:53.620000+00:00,cc-Agent-teams-sandbox
claude,data_snapshot:prox-200-maki-20260319,346c0d7c-2f16-4678-9e9b-5960f8a5535f,OpenClaw-Alternatives,,claude_message_usage,62799,488832,3778,0,66577,2026-02-17 08:31:09.449000+00:00,OpenClaw-Alternatives
claude,data_snapshot:prox-200-maki-20260319,35405c23-89b8-4b73-b088-5573a53f5cbc,cc-Agent-teams-sandbox,,claude_message_usage,18749,2103424,8208,0,26957,2026-02-06 07:24:39.877000+00:00,cc-Agent-teams-sandbox
claude,data_snapshot:prox-200-maki-20260319,35b90888-c524-47e8-bfbd-0b3c3d82dbc7,cc-Agent-teams-sandbox,,claude_message_usage,74046,1252992,18860,0,92906,2026-02-06 09:48:40.934000+00:00,cc-Agent-teams-sandbox
claude,data_snapshot:prox-200-maki-20260319,35c16b2e-a523-4b93-a388-401be6bc70a2,cc-Agent-teams-sandbox,,claude_message_usage,25551,224256,3119,0,28670,2026-02-06 07:10:31.743000+00:00,cc-Agent-teams-sandbox
claude,data_snapshot:prox-200-maki-20260319,371a0b1d-8d62-4515-a1ea-2d7b445c7092,claude-glm-actions-lab-sandbox,,claude_message_usage,200069,8711808,32814,0,232883,2026-02-05 16:56:51.046000+00:00,claude-glm-actions-lab-sandbox
claude,data_snapshot:prox-200-maki-20260319,3793dd69-53c3-47d7-9eff-791ad6e40ee0,nannj,,claude_message_usage,26085,136832,5567,0,31652,2026-02-10 13:44:34.505000+00:00,nannj
claude,data_snapshot:prox-200-maki-20260319,37c811dc-ad25-48ae-ad77-58fd3e02593c,ai-agent-desktop-ubuntu,,claude_message_usage,110,25088,59,0,169,2026-02-21 15:33:15.894000+00:00,ai-agent-desktop-ubuntu
claude,data_snapshot:prox-200-maki-20260319,3887a693-74d7-4ba7-9d99-e236cecc8fc2,nannj,,claude_message_usage,7656,178560,2477,0,10133,2026-02-10 13:34:38.466000+00:00,nannj
claude,data_snapshot:prox-200-maki-20260319,38cdb299-80cd-47ac-aa54-9dca4e872ab3,sample10,,claude_message_usage,160566,4628608,25078,0,185644,2026-02-08 05:02:14.064000+00:00,sample10
claude,data_snapshot:prox-200-maki-20260319,3a85a194-dcd1-45a0-8c32-37803d4bc2d9,nannj,,claude_message_usage,65098,2409856,28451,0,93549,2026-02-10 13:43:23.739000+00:00,nannj
claude,data_snapshot:prox-200-maki-20260319,3a89a747-7037-4ed9-8660-4cb0e16277e2,nannj,,claude_message_usage,3507,61952,705,0,4212,2026-02-10 13:35:22.972000+00:00,nannj
claude,data_snapshot:prox-200-maki-20260319,3c9a6f57-18b3-4101-8a96-23c18401b655,cc-Agent-teams-sandbox,,claude_message_usage,120405,1233024,15815,0,136220,2026-02-06 09:48:48.115000+00:00,cc-Agent-teams-sandbox
claude,data_snapshot:prox-200-maki-20260319,3cbe26f4-9d70-4b5e-8314-2edf5a14abb0,zero-cc,,claude_message_usage,37176,1463424,4179,0,41355,2026-02-04 15:58:26.822000+00:00,zero-cc
claude,data_snapshot:prox-200-maki-20260319,3d05e231-45d5-44e2-baa4-94af3b466b4d,fal-ai,,claude_message_usage,33999,563904,5915,0,39914,2026-02-16 09:02:20.629000+00:00,fal-ai
claude,data_snapshot:prox-200-maki-20260319,400e71f2-c3db-49c3-988f-60d4fc425023,MysticLibrary,,claude_message_usage,51485,1072512,4381,0,55866,2026-02-12 14:14:46.496000+00:00,MysticLibrary
claude,data_snapshot:prox-200-maki-20260319,414448c3-a71a-4768-9a99-034f61dc0540,SourceSage,,claude_message_usage,40881,970240,6092,0,46973,2026-02-12 12:45:13.509000+00:00,SourceSage
claude,data_snapshot:prox-200-maki-20260319,41c8a1c6-77c3-46ec-bb09-c61103d3fc79,sample09,,claude_message_usage,14473,415616,13212,0,27685,2026-02-07 20:18:59.868000+00:00,sample09
claude,data_snapshot:prox-200-maki-20260319,43a19457-0657-4a3a-81a3-0dbd7be8578c,mao-army-dashboard,,claude_message_usage,35731,133632,856,0,36587,2026-02-06 12:27:51.898000+00:00,mao-army-dashboard
claude,data_snapshot:prox-200-maki-20260319,43a95817-b572-40ab-a18d-ba8c914dc82d,nannj,,claude_message_usage,2211,63360,674,0,2885,2026-02-10 13:35:21.029000+00:00,nannj
claude,data_snapshot:prox-200-maki-20260319,43cc4e75-baf8-4302-bd15-4452ca3c9401,sample07,,claude_message_usage,282812,23660160,43944,0,326756,2026-02-07 17:16:17.422000+00:00,sample07
claude,data_snapshot:prox-200-maki-20260319,44592142-1ca0-4819-bccd-df6199ebf08b,sample05,,claude_message_usage,86571,7078016,35113,0,121684,2026-02-07 14:18:11.479000+00:00,sample05
claude,data_snapshot:prox-200-maki-20260319,451da3a0-91ec-4a7c-a7e3-933978924807,OpenClaw-Alternatives,,claude_message_usage,54212,1024896,4584,0,58796,2026-02-17 08:30:45.120000+00:00,OpenClaw-Alternatives
claude,data_snapshot:prox-200-maki-20260319,456eee38-0f9c-4d24-b461-5d60c1404cc0,momu,,claude_message_usage,20544,1792,239,0,20783,2026-02-09 15:15:42.311000+00:00,momu
claude,data_snapshot:prox-200-maki-20260319,46417e4c-d5c8-4d88-a24a-ee5c762bb599,ai-agent-desktop-ubuntu,,claude_message_usage,84306,4987328,18510,0,102816,2026-02-21 13:10:10.707000+00:00,ai-agent-desktop-ubuntu
claude,data_snapshot:prox-200-maki-20260319,48220241-e593-4a48-8a86-9035ad4e7e34,OpenClaw-Alternatives,,claude_message_usage,57296,470144,3552,0,60848,2026-02-17 08:30:57.589000+00:00,OpenClaw-Alternatives
claude,data_snapshot:prox-200-maki-20260319,4897a15c-408d-4251-8be3-a1dc5dd890a3,maki,,claude_message_usage,13677,8448,52,0,13729,2026-02-12 15:03:45.836000+00:00,maki
claude,data_snapshot:prox-200-maki-20260319,48cb96c5-0827-4bd2-b0e3-d4efc3f243cd,momu,,claude_message_usage,54158,2772608,34372,0,88530,2026-02-09 12:58:31.520000+00:00,momu
claude,data_snapshot:prox-200-maki-20260319,490bcab9-d9ae-4286-bb58-7d0364f7c244,Cinderella,,claude_message_usage,21542,512,101,0,21643,2026-01-29 21:06:47.352000+00:00,Cinderella
claude,data_snapshot:prox-200-maki-20260319,4aad10c8-abd3-49b3-b9c1-7fb451256ba2,remotion-example,,claude_message_usage,23715,122112,833,0,24548,2026-02-08 04:42:18.779000+00:00,remotion-example
claude,data_snapshot:prox-200-maki-20260319,4b551607-1287-41b3-992d-322fae7db647,nannj,,claude_message_usage,69644,2385024,19190,0,88834,2026-02-10 14:12:29.265000+00:00,nannj
claude,data_snapshot:prox-200-maki-20260319,4b860c96-f1dd-4e5a-8621-60a9d2b79990,zero-cc,,claude_message_usage,21650,87424,815,0,22465,2026-02-04 15:54:49.279000+00:00,zero-cc
claude,data_snapshot:prox-200-maki-20260319,4bc071fc-ce4c-41d8-8c15-ee9c7f9b22d0,Cinderella,,claude_message_usage,36244,1077120,4342,0,40586,2026-02-05 12:24:06.452000+00:00,Cinderella
claude,data_snapshot:prox-200-maki-20260319,4cd16621-00cf-4b14-96cc-6afb24b7823f,ai-agent-desktop-ubuntu,,claude_message_usage,5137,69824,1141,0,6278,2026-03-03 10:12:58.228000+00:00,ai-agent-desktop-ubuntu
claude,data_snapshot:prox-200-maki-20260319,527882cf-ffa2-4e58-8707-857fe562c48e,mao-army-dashboard,,claude_message_usage,46078,416128,2075,0,48153,2026-02-06 12:27:54.871000+00:00,mao-army-dashboard
claude,data_snapshot:prox-200-maki-20260319,5339dd76-732e-42c4-b341-6f42d8367a36,sample12,,claude_message_usage,49642,1841152,3133,0,52775,2026-02-08 15:14:44.443000+00:00,sample12
claude,data_snapshot:prox-200-maki-20260319,542e949a-0c05-4614-89fd-03ead5eddac3,nannj,,claude_message_usage,6722,114048,4305,0,11027,2026-02-10 13:44:31.693000+00:00,nannj
claude,data_snapshot:prox-200-maki-20260319,54fa53b3-81fd-4c83-81e5-229fcdadcde5,sample09,,claude_message_usage,31958,2106880,18054,0,50012,2026-02-08 05:00:21.073000+00:00,sample09
claude,data_snapshot:prox-200-maki-20260319,56ff5c9d-d10f-4525-aaa6-47dbb60ba4b0,nannj,,claude_message_usage,21268,44928,913,0,22181,2026-02-10 13:35:07.684000+00:00,nannj
claude,data_snapshot:prox-200-maki-20260319,58ec6d34-7904-4899-82b2-3d932d08e09c,zero-cc,,claude_message_usage,134150,8060032,18622,0,152772,2026-02-09 13:11:17.882000+00:00,zero-cc
claude,data_snapshot:prox-200-maki-20260319,59353f0a-cc6c-4f16-9274-270433c42a19,sample12,,claude_message_usage,35888,1068928,10435,0,46323,2026-02-08 15:14:25.227000+00:00,sample12
claude,data_snapshot:prox-200-maki-20260319,59ca7ef6-7594-41a4-9d00-f42ab7f401b5,article-writers,,claude_message_usage,32285,230144,2435,0,34720,2026-02-09 15:18:06.486000+00:00,article-writers
claude,data_snapshot:prox-200-maki-20260319,59d7762b-bfb4-4b56-9625-4276742bf422,last-train,,claude_message_usage,16813,993408,26559,0,43372,2026-02-09 13:27:06.845000+00:00,last-train
claude,data_snapshot:prox-200-maki-20260319,5bcade7b-d79f-412e-98d7-098711daddaf,sample02,,claude_message_usage,30920,921216,6243,0,37163,2026-02-07 10:38:05.970000+00:00,sample02
claude,data_snapshot:prox-200-maki-20260319,5c1671c4-db8b-40af-8915-0e7a7d4a2c8b,nannj,,claude_message_usage,20110,22016,536,0,20646,2026-02-10 13:35:13.801000+00:00,nannj
claude,data_snapshot:prox-200-maki-20260319,5cde7a06-9f42-4c8f-a82a-265b8925fd62,remotion-ex,,claude_message_usage,35938,110464,1009,0,36947,2026-02-07 07:21:29.516000+00:00,remotion-ex
claude,data_snapshot:prox-200-maki-20260319,5e14efa8-ef56-4595-866f-9ec8d8bdb3dc,momu,,claude_message_usage,22774,48384,1554,0,24328,2026-02-09 12:59:30.132000+00:00,momu
claude,data_snapshot:prox-200-maki-20260319,5e179230-cbca-4262-bb0d-2c8a7cf58663,cc-Agent-teams-sandbox,,claude_message_usage,60018,3009152,15187,0,75205,2026-02-06 09:48:37.594000+00:00,cc-Agent-teams-sandbox
claude,data_snapshot:prox-200-maki-20260319,60967600-6fea-401c-829c-299e2454d5c3,cc-Agent-teams-sandbox,,claude_message_usage,46852,1545344,9683,0,56535,2026-02-06 07:25:06.137000+00:00,cc-Agent-teams-sandbox
claude,data_snapshot:prox-200-maki-20260319,60c01909-aa96-45f2-bd4a-e92e0de8f73f,cc-Agent-teams-sandbox,,claude_message_usage,55672,1874304,7976,0,63648,2026-02-06 12:50:22.045000+00:00,cc-Agent-teams-sandbox
claude,data_snapshot:prox-200-maki-20260319,60cd2980-b32c-4222-8ace-9b309de2857e,mao-army-dashboard,,claude_message_usage,113230,752000,3226,0,116456,2026-02-06 14:02:35.003000+00:00,mao-army-dashboard
claude,data_snapshot:prox-200-maki-20260319,646eff24-3688-4e87-abf5-0f0abce17c32,cc-Agent-teams-sandbox,,claude_message_usage,59766,2897280,9869,0,69635,2026-02-06 12:50:16.883000+00:00,cc-Agent-teams-sandbox
claude,data_snapshot:prox-200-maki-20260319,6494abe7-dbab-401a-a063-af68dbed35b9,MultimediaOS-MUGEN,,claude_message_usage,283272,3696256,46235,0,329507,2026-02-05 13:16:18.324000+00:00,MultimediaOS-MUGEN
claude,data_snapshot:prox-200-maki-20260319,65b311a8-3bc8-45e6-932d-2182783432ef,last-train,,claude_message_usage,8880,173824,5212,0,14092,2026-02-09 13:57:10.384000+00:00,last-train
claude,data_snapshot:prox-200-maki-20260319,66158479-8326-4d5c-9db7-211f511703b6,last-train,,claude_message_usage,10042,754560,14310,0,24352,2026-02-09 13:27:09.587000+00:00,last-train
claude,data_snapshot:prox-200-maki-20260319,671606b3-8cc8-4961-a8e9-f1583f8c908b,RECAPTOR,,claude_message_usage,387228,8848256,28167,0,415395,2026-02-04 13:00:56.838000+00:00,RECAPTOR
claude,data_snapshot:prox-200-maki-20260319,67e43f6a-7b61-4550-8693-74191b318547,article-writers,,claude_message_usage,48946,53504,582,0,49528,2026-02-09 15:18:09.723000+00:00,article-writers
claude,data_snapshot:prox-200-maki-20260319,68124531-d0f6-4820-8d6d-84053a53702f,mao-army-dashboard,,claude_message_usage,55358,254336,1902,0,57260,2026-02-06 12:05:29.255000+00:00,mao-army-dashboard
claude,data_snapshot:prox-200-maki-20260319,6865601b-d836-460f-a9a7-e02e3eab9062,sat-cafe,,claude_message_usage,36454,1031424,9542,0,45996,2026-02-09 14:29:30.236000+00:00,sat-cafe
claude,data_snapshot:prox-200-maki-20260319,69b27fb2-cc65-4791-92a3-99af185349a2,sample10,,claude_message_usage,40950,2241024,21743,0,62693,2026-02-08 05:03:26.704000+00:00,sample10
claude,data_snapshot:prox-200-maki-20260319,69cbd432-a7a0-4e37-ba98-97fed5f354b4,nannj,,claude_message_usage,6195,194304,6961,0,13156,2026-02-09 16:07:25.990000+00:00,nannj
claude,data_snapshot:prox-200-maki-20260319,6aca5326-7e06-43ac-a389-2635d3d51d92,sample02,,claude_message_usage,37619,1770112,21690,0,59309,2026-02-07 10:57:36.942000+00:00,sample02
claude,data_snapshot:prox-200-maki-20260319,6adb1629-428c-41de-b6aa-e6baaa394df4,MultimediaOS-MUGEN,,claude_message_usage,169029,843648,9432,0,178461,2026-02-05 15:45:49.103000+00:00,MultimediaOS-MUGEN
claude,data_snapshot:prox-200-maki-20260319,6dac6bad-7aa9-4db8-9da1-8c752b8791fa,sample02,,claude_message_usage,55577,4035456,14063,0,69640,2026-02-07 10:57:40.956000+00:00,sample02
claude,data_snapshot:prox-200-maki-20260319,6db81320-fc87-4b82-810e-95046be841ab,zero-cc,,claude_message_usage,55186,856064,3545,0,58731,2026-02-04 16:15:01.613000+00:00,zero-cc
claude,data_snapshot:prox-200-maki-20260319,6dfb4193-6a19-42fb-b8aa-854e84f69024,OpenClaw-Alternatives,,claude_message_usage,58729,428544,4342,0,63071,2026-02-17 08:31:15.952000+00:00,OpenClaw-Alternatives
claude,data_snapshot:prox-200-maki-20260319,6e870553-9c92-491a-a78e-0e9c034c749f,sat-cafe,,claude_message_usage,25496,81664,1641,0,27137,2026-02-09 14:22:03.356000+00:00,sat-cafe
claude,data_snapshot:prox-200-maki-20260319,6ebe63a5-0906-4b7f-af99-15292426276d,clawra,,claude_message_usage,635803,35106944,56221,0,692024,2026-02-10 15:37:32.713000+00:00,clawra
claude,data_snapshot:prox-200-maki-20260319,6ec7a366-7f1f-4c46-bfe2-051df40904a6,sample09,,claude_message_usage,92438,2329472,12743,0,105181,2026-02-07 20:19:34.650000+00:00,sample09
claude,data_snapshot:prox-200-maki-20260319,6fbde4f3-06d9-4dd7-a7b5-f2abf4ed5ace,MysticLibrary,,claude_message_usage,78684,4443648,15874,0,94558,2026-02-12 12:45:27.078000+00:00,MysticLibrary
claude,data_snapshot:prox-200-maki-20260319,70791fc8-ca4d-4e3d-ac0f-1147781e707b,sample04,,claude_message_usage,59078,3222528,16294,0,75372,2026-02-07 13:21:48.785000+00:00,sample04
claude,data_snapshot:prox-200-maki-20260319,72d2ebb0-59be-4fa9-93ed-ddf308a8ca31,OpenClaw-Alternatives,,claude_message_usage,157943,668160,5254,0,163197,2026-02-17 08:31:04.137000+00:00,OpenClaw-Alternatives
